"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000005022.5",296919.862962583,-0.40238410733942,0.0707179075246231,-5.68998887869123,1.2704764612068e-08,8.56617839392868e-08
"ENSG00000005059.15",37689.9221291241,0.530076250442685,0.145202862760802,3.65059090684665,0.000261637684486151,0.000960901475781426
"ENSG00000005073.5",45.3867930244106,8.73586328795289,2.45666370456665,3.5559866300438,0.000376563228337398,0.00134544912821325
"ENSG00000005100.12",121302.121651615,-0.469963613398725,0.129922751522846,-3.61725415980037,0.000297744903729499,0.0010827147458747
"ENSG00000005102.12",947.745045026324,-1.8591989735103,0.550670960574861,-3.37624299558021,0.000734829883241246,0.00248547185641916
"ENSG00000005175.9",88474.7737125301,-0.40332258051986,0.138222889862686,-2.91791454310158,0.00352380908871271,0.0102591038673339
"ENSG00000005206.16",43705.877036459,0.493528579810028,0.130324475303022,3.78692167117885,0.000152525155039725,0.000583235697248603
"ENSG00000005238.19",38438.4100667997,1.92295791534468,0.151720394881468,12.6743534832413,8.20322475391383e-37,3.14892405014992e-35
"ENSG00000005243.9",10151.9291421214,3.59177406778932,0.294641333671976,12.1903265337105,3.50016079606631e-34,1.22457066399835e-32
"ENSG00000005249.12",15044.1421669034,-0.996999400391885,0.191877159115835,-5.19602961074695,2.03589844288493e-07,1.18481794368459e-06
"ENSG00000005302.17",25270.9349958078,0.537616060048117,0.117100396119477,4.59106952550006,4.40980396408801e-06,2.14866518357213e-05
"ENSG00000005339.14",116175.585007941,-0.413417211566795,0.128238391816544,-3.22381781080211,0.00126493849198487,0.00407220010254816
"ENSG00000005436.13",38871.6961839267,-0.533390141709612,0.102428607708545,-5.20743329077894,1.91470638301884e-07,1.11706539683437e-06
"ENSG00000005448.16",16598.0818988963,-0.704091079157112,0.181715625676066,-3.8746864863028,0.000106762059054124,0.000419598827468206
"ENSG00000005486.16",84635.4518529198,-0.313541653682519,0.126274851930117,-2.48300947409574,0.0130277622672874,0.0327587713926682
"ENSG00000005700.14",141182.083009824,0.632246475191419,0.119138115414239,5.30683629662196,1.1154426950614e-07,6.71930217374177e-07
"ENSG00000005812.10",63244.4827029198,0.420684926804257,0.0965330696757893,4.35793586816566,1.31294841210974e-05,5.97875744489257e-05
"ENSG00000005884.17",146832.539031964,7.06484398336399,0.218582990802128,32.3211058529227,3.53452083550192e-229,5.03776791432278e-226
"ENSG00000005893.15",136665.676508176,0.532714185633967,0.0866223076208255,6.14984985121654,7.75563325402468e-10,6.02333971413023e-09
"ENSG00000005961.17",242.080953151172,-1.43786373526101,0.590496143720281,-2.43500952639943,0.0148913976444113,0.0368680460372398
"ENSG00000006007.11",85286.4687859614,-0.323855405428185,0.104667802962181,-3.09412633362717,0.00197393412934066,0.00610006680128633
"ENSG00000006016.10",136612.94522454,-0.747956558909014,0.110064642383344,-6.79561158527146,1.07853999429503e-11,1.00103901735503e-10
"ENSG00000006025.11",7283.59091066109,0.718526289946165,0.149415463799965,4.80891516629174,1.51751585657288e-06,7.87887310899146e-06
"ENSG00000006042.11",42219.8334435084,-0.611042084649578,0.113358231558067,-5.39036359557686,7.03152706678936e-08,4.34673807851195e-07
"ENSG00000006047.12",910.491072934484,-2.39235146389472,0.493361355914001,-4.84908563513786,1.24031870946628e-06,6.51604614322494e-06
"ENSG00000006059.3",100.250968272807,9.87905943784431,1.61639912855059,6.11176983663853,9.85322241940799e-10,7.55928708993758e-09
"ENSG00000006062.13",9291.25425293989,0.580730533149511,0.156628935873119,3.70768357655156,0.000209163781524819,0.000779359750619073
"ENSG00000006116.3",2517.54306468789,-3.63250414659594,0.81020789409244,-4.4834223081286,7.34553541156992e-06,3.46576485121021e-05
"ENSG00000006118.14",94838.6320911277,0.919907816471987,0.160807359676803,5.72055792919462,1.06174819583159e-08,7.23321474558418e-08
"ENSG00000006194.9",50143.2996171152,-0.256831276213018,0.103848623629001,-2.47313124852331,0.0133934944658501,0.0335856754822535
"ENSG00000006210.6",1404.65419782097,2.07991898246518,0.352890933455916,5.89394281710841,3.77087709805788e-09,2.70733449471164e-08
"ENSG00000006282.20",54362.6065375612,2.40671071145296,0.0950220772732789,25.3279109499088,1.57414208944796e-141,7.93900399635125e-139
"ENSG00000006283.17",10268.3836475065,-2.75673790159011,0.301090621981505,-9.15584113330322,5.39359679153636e-20,9.13761705530464e-19
"ENSG00000006327.13",170709.27691121,2.03864740700875,0.140708758150158,14.4884187296515,1.43406253450266e-47,8.21878286819336e-46
"ENSG00000006377.10",6591.54564899057,-0.954587829760407,0.281650412381986,-3.38926480414932,0.000700802987319212,0.00238119024982363
"ENSG00000006432.15",12332.0122869446,0.356976906851436,0.109833945604202,3.25015098827314,0.0011534375101704,0.00374376123350557
"ENSG00000006451.7",64325.3332253359,0.324803716711586,0.0848781600548828,3.82670543873202,0.000129869766921257,0.000503118730703455
"ENSG00000006453.13",5477.3550913357,2.43124276608596,0.252290052129034,9.63669691123018,5.59596589992492e-22,1.06038701810022e-20
"ENSG00000006459.10",14677.723342755,-1.32234627544333,0.152001151318919,-8.69958065428641,3.33112829269456e-18,5.00692561628213e-17
"ENSG00000006468.13",36970.9734447028,-1.51551356214984,0.262930544756916,-5.76393116878435,8.21769404824195e-09,5.67380889404945e-08
"ENSG00000006534.15",2393.11184459727,4.54643042627105,0.39369727758566,11.5480362326911,7.55264391656826e-31,2.26524037395188e-29
"ENSG00000006625.17",52755.4362350717,-0.464856210132244,0.0963181077383582,-4.82625978694469,1.39121012165182e-06,7.26799206501831e-06
"ENSG00000006634.7",40100.167766811,-0.547976538043507,0.111543328773158,-4.91267872378013,8.98404251260464e-07,4.81154846672448e-06
"ENSG00000006638.11",1094.15755300706,1.44473809787234,0.324499075636173,4.45221021058369,8.4990900181491e-06,3.97116831492252e-05
"ENSG00000006652.13",106689.743109304,0.735833029767489,0.0871208341006247,8.44612011998876,3.01143840038646e-17,4.26440490891874e-16
"ENSG00000006704.10",45262.3671163516,-0.778290451017904,0.157129889223638,-4.95316616630583,7.30155721460067e-07,3.96553427119018e-06
"ENSG00000006712.14",86768.3710312296,-0.289540520509842,0.118127679324706,-2.45108108586439,0.0142427864647855,0.0354900445339465
"ENSG00000006740.16",8562.48048440535,3.41434304077057,0.231420354934519,14.7538579384543,2.90568508734574e-49,1.76723874829996e-47
"ENSG00000006744.18",135649.971286185,0.423688081789653,0.0778127566143492,5.44496943977334,5.18142806292343e-08,3.24961880158324e-07
"ENSG00000006756.15",9695.62045326787,2.94405591602817,0.208580346173041,14.114733099473,3.08180508698766e-45,1.61903420451329e-43
"ENSG00000006837.11",1306.27156480821,0.913381315923939,0.304846708914983,2.99619870975437,0.00273368231614896,0.00816989458364438
"ENSG00000007168.12",259390.564247601,0.331982890941055,0.0767823961992724,4.32368495090286,1.53444382935491e-05,6.91628456124193e-05
"ENSG00000007174.17",4705.95406166392,-1.39164057953161,0.21469827563189,-6.48184330049132,9.0608720681487e-11,7.77167734531791e-10
"ENSG00000007237.18",4824.83576316215,3.36252479474261,0.268457721396968,12.5253420808502,5.42569121661986e-36,2.04207817983045e-34
"ENSG00000007255.10",3474.67674122351,-0.920289539424131,0.223475126423421,-4.11808488109074,3.82033991523045e-05,0.00016105759143658
"ENSG00000007312.12",85.3729011108526,-10.1163133103263,1.58012765919586,-6.4022126639278,1.53141152566015e-10,1.27571634058328e-09
"ENSG00000007314.11",381.381776593083,-2.96988348395476,0.575388375056662,-5.1615284783296,2.44941618734608e-07,1.4104472414119e-06
"ENSG00000007372.20",17632.4410879005,-0.558854107170355,0.162486289218329,-3.43939239340641,0.0005830215095014,0.00201524790430988
"ENSG00000007384.15",25645.9850991403,2.00992219523708,0.204663279595924,9.82062927558555,9.17688870545431e-23,1.82879492730823e-21
"ENSG00000007392.16",71414.7575204369,-0.235394016197173,0.0909448988957387,-2.58831467245936,0.00964468300647094,0.0251069640528969
"ENSG00000007520.3",37396.8862462805,0.25961469389943,0.0892737210363636,2.90807519710848,0.00363660880340694,0.0105518950073718
"ENSG00000007866.18",40682.7829569542,2.15945299823164,0.0971891476082422,22.2190753944683,2.24647315989639e-109,6.29434898527552e-107
"ENSG00000007944.14",24477.4773748667,0.334564044279299,0.141321655809761,2.36739403003932,0.0179138492950544,0.0433004500590352
"ENSG00000007968.6",56964.065424759,-1.92591519787369,0.208675146627172,-9.22925048335829,2.72532197349791e-20,4.69477167289588e-19
"ENSG00000008056.12",10965.2371147674,-1.42143157906174,0.153474335860092,-9.26168907065693,2.01223424183765e-20,3.4902149690964e-19
"ENSG00000008083.13",47516.6583600637,-0.72241242065812,0.118113675874006,-6.11624704177972,9.58047685409702e-10,7.36728107508817e-09
"ENSG00000008086.11",9962.45207679498,0.383580102099395,0.133801389710746,2.86678713075121,0.004146618189743,0.0118427491732104
"ENSG00000008118.9",12413.6682782182,-3.31041332770524,0.319255011950989,-10.3691820136983,3.42443452257202e-25,7.74205603579007e-24
"ENSG00000008256.15",123138.235713709,1.92874078275603,0.22453240789209,8.59003295276192,8.69443858433864e-18,1.27583297077793e-16
"ENSG00000008277.14",8805.43476072778,-1.64824078611044,0.177171335913932,-9.30308945071756,1.3642285495252e-20,2.4005443000824e-19
"ENSG00000008283.15",51929.1586584102,1.47103568495194,0.142205297270318,10.3444506863598,4.43452061438867e-25,9.95701745074585e-24
"ENSG00000008294.20",256917.341073591,0.806965283210256,0.111454559652595,7.24030749146175,4.47668603729952e-13,4.65297151790593e-12
"ENSG00000008300.15",4347.49504343541,0.919032753126054,0.188374712338171,4.87874801091243,1.06761358116116e-06,5.66318906434066e-06
"ENSG00000008311.14",19439.9443071627,-1.85853243994189,0.142562648314333,-13.0366015356566,7.57593465737181e-39,3.17588606058776e-37
"ENSG00000008323.15",359.975390384073,1.88629127421913,0.485725082322301,3.88345453605274,0.00010298279494068,0.000405815841296474
"ENSG00000008382.15",7163.01754849928,-0.891619307328774,0.218651797151498,-4.07780461420583,4.54629459917665e-05,0.000189614032506627
"ENSG00000008394.12",7898.3878217135,1.16053352391378,0.182247841992691,6.36788623242147,1.91650982248716e-10,1.57817194174263e-09
"ENSG00000008441.16",123410.293666552,0.852498048724405,0.110878473848787,7.68858029095007,1.48776641474003e-14,1.72460956888287e-13
"ENSG00000008513.14",45689.4133227128,1.75192337152703,0.240448066722053,7.28607801015169,3.19108247390247e-13,3.35611375230897e-12
"ENSG00000008517.16",24459.1183936403,5.10939381735549,0.271254795615317,18.836141885585,3.81802801732677e-79,5.46561547877756e-77
"ENSG00000008710.18",144779.970612766,0.633513024702534,0.109173696160652,5.80279908972124,6.52169189723056e-09,4.56532359118113e-08
"ENSG00000008838.18",38285.4158590747,-0.627504580907593,0.111174551478673,-5.64431852938905,1.65836795165622e-08,1.1004983439513e-07
"ENSG00000008853.16",58825.801888966,-0.72243016631767,0.131151948744281,-5.50834488724417,3.62223211802891e-08,2.30750122994993e-07
"ENSG00000008869.11",35790.1011027233,0.259253168304518,0.0937080519299454,2.76660503516103,0.00566433345623814,0.0156910748151427
"ENSG00000008988.9",409711.746386079,-0.667268337892696,0.0925657305922468,-7.2085893302352,5.65344788380363e-13,5.82986248904847e-12
"ENSG00000009307.15",967851.133461199,-0.321534239752281,0.0865639257544831,-3.71441379246399,0.000203675286505361,0.000760638327890037
"ENSG00000009335.17",238051.306762932,0.454402303284147,0.122055196321709,3.72292468471764,0.000196928279662856,0.000736868264342854
"ENSG00000009413.15",57360.7150672752,0.326755302136814,0.116425218870864,2.80656807267198,0.00500723315532306,0.0140320667890067
"ENSG00000009694.13",37866.8318294773,-2.41756957845227,0.245935860791735,-9.83008159391413,8.35510539242493e-23,1.66705456466509e-21
"ENSG00000009709.11",38547.6242600857,-2.70248569487995,0.212015294014105,-12.7466544687109,3.25413146524504e-37,1.27147720731422e-35
"ENSG00000009830.11",50664.682575493,0.552523227280672,0.100777970213601,5.4825794378433,4.1916867773468e-08,2.65684214878157e-07
"ENSG00000009844.15",79851.1388241444,-0.689699575008233,0.0999139955305368,-6.9029325806257,5.09398098076439e-12,4.85297542898629e-11
"ENSG00000009950.15",5992.31280909934,-2.70901508160282,0.291623987636843,-9.28941101023668,1.55144455607657e-20,2.71395173091259e-19
"ENSG00000010219.13",11807.8296864916,0.290552172975289,0.108290643328039,2.68307735595526,0.00729481148334694,0.0196256471109626
"ENSG00000010256.10",102009.344628694,-0.438039777938916,0.111303915225869,-3.93552892591426,8.30136644571522e-05,0.000331589368616348
"ENSG00000010270.13",43324.0654173008,0.56737477025598,0.0731585091925136,7.75541733310827,8.8053421924769e-15,1.04208204965263e-13
"ENSG00000010278.12",57678.11492001,4.65479398278578,0.247202624079691,18.8298728628593,4.29791335157262e-79,6.12583458657624e-77
"ENSG00000010292.12",150702.116462058,-0.789349523595761,0.160246327792994,-4.92585093503947,8.3994013973839e-07,4.52155728924604e-06
"ENSG00000010295.19",24177.2675167429,0.937755951700827,0.109849368454477,8.53674413330325,1.38056805947649e-17,1.99373489540785e-16
"ENSG00000010310.8",512.993813589733,1.45799162617655,0.535496751356057,2.72268995560556,0.00647527957107945,0.0176599513227227
"ENSG00000010322.15",36192.4035115677,0.230983690008992,0.0956501710306728,2.41488005217388,0.0157403922426446,0.0387156016280294
"ENSG00000010361.13",18881.4555923975,-1.15318221774951,0.185466546828505,-6.2177370392075,5.04375883685365e-10,3.98036837240579e-09
"ENSG00000010539.11",15506.3003900196,-0.247534603409809,0.0984337908966477,-2.51473199553711,0.0119122899361906,0.0303119373351082
"ENSG00000010626.14",5817.4548939746,-0.645852512052656,0.207146100490768,-3.1178598608543,0.00182169401087534,0.00567129848665863
"ENSG00000010810.17",62782.0616045918,1.96469015961189,0.158280181180209,12.4127363575292,2.22902367077199e-35,8.09212114897536e-34
"ENSG00000010818.8",10182.4032892079,0.750694397342049,0.258801596808448,2.90065597198643,0.00372382463556176,0.0107763435030884
"ENSG00000010932.15",1353.76400063918,-1.05374150804793,0.283960655952498,-3.71087150969325,0.00020654692925444,0.000770397250519858
"ENSG00000011028.13",202545.839112021,2.4385046573675,0.142572985270279,17.1035533326652,1.39625750926156e-65,1.41271955767323e-63
"ENSG00000011105.11",86873.8717428823,0.717400367246955,0.142086917590477,5.04902477590966,4.44071148890885e-07,2.48125795175405e-06
"ENSG00000011132.11",12564.7746113906,0.281533614675086,0.119578861874672,2.35437610177421,0.0185538277932546,0.0445754183010972
"ENSG00000011143.16",16770.7985275202,-0.415623394906763,0.174233900815709,-2.38543356350827,0.0170590033033491,0.0415412454531562
"ENSG00000011198.7",17418.9754494891,1.205778736566,0.174656391533474,6.90371950307299,5.06582808637762e-12,4.82755745138463e-11
"ENSG00000011201.11",923.177939594881,2.69447963355982,0.337155814331609,7.99179346469663,1.32989703074487e-15,1.67808639191218e-14
"ENSG00000011258.15",23120.1252979604,-0.80666361025328,0.140885949487793,-5.72564981239077,1.03038570941206e-08,7.02685756728649e-08
"ENSG00000011260.13",120616.470272645,-0.456733548819384,0.0952213012065203,-4.79654807309133,1.6142323051924e-06,8.35060177194527e-06
"ENSG00000011304.18",677522.332672012,-0.302357591731172,0.0838903681058229,-3.60419912986632,0.000313116931041657,0.00113521336357085
"ENSG00000011347.9",2159.09516184954,1.59099473817053,0.270098725828031,5.89041926537444,3.85217032564698e-09,2.76327894125513e-08
"ENSG00000011376.9",21987.919868228,-0.607743447945846,0.094815933583865,-6.4097185459688,1.45788524684567e-10,1.22075080873805e-09
"ENSG00000011405.13",69746.966121018,0.785797240675834,0.0852904166347371,9.21319500690297,3.16559208798331e-20,5.4275334638216e-19
"ENSG00000011422.11",95480.2964722828,2.93545154827441,0.204513408545086,14.353345187278,1.01519881368773e-46,5.65029669105453e-45
"ENSG00000011478.11",11348.4183016559,0.751185105465396,0.144193879267457,5.20954917976833,1.89300027387034e-07,1.10597638527923e-06
"ENSG00000011485.14",152611.993253786,-0.343704910284079,0.0901757279973366,-3.81150136424993,0.000138125293210709,0.000532395457029212
"ENSG00000011523.13",22859.165137008,0.406037163764152,0.108657143292479,3.73686580983634,0.000186328297452977,0.00070064848794243
"ENSG00000011566.14",51927.5843289074,0.377155490738002,0.0881634447657663,4.2779123676489,1.88654256874953e-05,8.36982521163176e-05
"ENSG00000011638.10",4317.93514609619,0.842969065123253,0.218407915566928,3.85960858119603,0.000113568786957976,0.000444167498694389
"ENSG00000012048.20",30835.5025775862,-0.773375799288317,0.174435805166013,-4.43358402566656,9.26793629946435e-06,4.30891345580826e-05
"ENSG00000012061.15",131011.770585833,0.232860209994074,0.0975866894168635,2.38618823310379,0.0170240350022193,0.041468413987424
"ENSG00000012124.15",472.914025652978,5.96110729385709,1.75805072607697,3.3907481766235,0.000697021145744351,0.00236907695176685
"ENSG00000012171.18",5742.99620592864,3.45417864407912,0.189900610997458,18.1894024770955,6.26190953520245e-74,7.68831154992534e-72
"ENSG00000012211.12",6808.17968126746,1.25581538120404,0.238179738438664,5.27255336426292,1.34538699370582e-07,8.02191277331106e-07
"ENSG00000012232.8",66288.1547391621,0.729364370336924,0.086097431489069,8.47138361415027,2.42495198241037e-17,3.45179226606065e-16
"ENSG00000012660.13",157206.488230698,0.596650188522171,0.0846980471157617,7.04443855366222,1.86210797293144e-12,1.83977165667988e-11
"ENSG00000012963.14",137502.68124972,-0.848979575389859,0.118744566127895,-7.14962884680938,8.70128420803345e-13,8.84756510259778e-12
"ENSG00000012983.11",112339.23849955,0.416372873979455,0.0947404080974415,4.39488157525362,1.10833158906453e-05,5.09798318404848e-05
"ENSG00000013016.15",114390.319402763,4.94107553232993,0.154285699247241,32.0254926829733,4.81751821488347e-225,6.58032842167958e-222
"ENSG00000013288.8",48595.8036718702,0.73363399611605,0.0909410721400128,8.0671359909475,7.1966375472183e-16,9.30651566362565e-15
"ENSG00000013293.5",28.1800945992728,8.0484198333051,2.02124881503329,3.98190454012588,6.83652389370946e-05,0.000276753428357105
"ENSG00000013297.10",3498.21517105426,5.13741550229175,0.436077513872242,11.780968609624,4.89275656205323e-32,1.551202568832e-30
"ENSG00000013364.18",90566.0416911667,4.25935266691338,0.19764285266808,21.5507548561167,5.20908003143398e-103,1.29366713326113e-100
"ENSG00000013374.15",55540.7421276306,0.325380207618457,0.101421407896368,3.20820046149358,0.00133568363745008,0.00427476139830991
"ENSG00000013375.15",91026.5853615324,0.497325551602924,0.0982078523847628,5.06401005140079,4.10527988604466e-07,2.30207467027568e-06
"ENSG00000013392.7",8870.97928994124,0.402728348181577,0.0997291694596411,4.03822021544615,5.38582808645638e-05,0.000221806804434941
"ENSG00000013561.17",93557.03023883,0.522933715280608,0.0946836163520005,5.52295883309446,3.3333785886032e-08,2.13677780390282e-07
"ENSG00000013563.13",8694.48607210669,0.787287817249382,0.186487405056864,4.22166750086591,2.42501649597449e-05,0.000105854714741725
"ENSG00000013573.16",57092.4160916406,-0.315229542437044,0.107958030170092,-2.91992677099042,0.00350113645112856,0.0101994361628807
"ENSG00000013583.8",23832.5238641145,0.656795390531225,0.11562582039001,5.68035226315222,1.34417613196545e-08,9.03707587327552e-08
"ENSG00000013588.6",46673.8401711259,6.7594160258795,0.520697379841936,12.9814673312384,1.55865596252681e-38,6.41907785974294e-37
"ENSG00000013619.13",23086.2259413443,2.79679399025094,0.174322901878317,16.0437553535174,6.32135431967315e-58,5.07908424773346e-56
"ENSG00000013810.18",135464.063591151,-0.673589080422761,0.137451995495846,-4.90054057049408,9.55733182048456e-07,5.10357471476014e-06
"ENSG00000014138.8",96155.9123490986,-0.438491979273158,0.10605709439304,-4.13448984042631,3.55743989500334e-05,0.000150769223837103
"ENSG00000014164.6",59130.1417253174,0.228959378509836,0.0839964950331513,2.72582062405666,0.00641418459421546,0.0175166443991646
"ENSG00000014216.15",128677.645691755,1.68396014441973,0.136634868727587,12.3245271145032,6.6834392146992e-35,2.39188323511211e-33
"ENSG00000014257.15",7681.35040222423,-2.90976283757488,0.222213349520293,-13.0944555934933,3.54204876754948e-39,1.49440724192802e-37
"ENSG00000014641.17",116538.059039881,-0.324958065455355,0.121961021480781,-2.66444197916596,0.00771161681011528,0.0205915306890282
"ENSG00000014824.13",96230.9999250747,0.443384959561891,0.0911073269969544,4.86662241310968,1.1352161972228e-06,6.00139612600515e-06
"ENSG00000014919.12",36051.9614842972,-0.621498354642361,0.127529885840833,-4.87335459092342,1.09719032453983e-06,5.8078626221645e-06
"ENSG00000015413.9",719.076750339778,-3.29397577778614,0.435603106751384,-7.56187393233204,3.97303362553103e-14,4.45888354372332e-13
"ENSG00000015479.17",458056.245954827,-0.625547074732474,0.108555020373753,-5.76248866776245,8.28826096433558e-09,5.71530860186893e-08
"ENSG00000015532.9",24519.6886842476,1.86238603651763,0.141589346883494,13.1534333444598,1.62619250685559e-39,6.94138577600779e-38
"ENSG00000015568.12",39849.2591504255,-0.610843652664471,0.0943565111543837,-6.47378379288552,9.55786401451001e-11,8.17016683503696e-10
"ENSG00000015592.16",347.036328011644,-1.66360500447024,0.658333447799768,-2.52699450412282,0.0115043303001371,0.0293810342707302
"ENSG00000015676.17",105114.602711669,0.221034551020569,0.0768971373665891,2.87441845808692,0.00404772275407838,0.0115949359772979
"ENSG00000016082.14",6698.06126135559,-1.62505198688613,0.163736202192192,-9.92481787856942,3.24694932550098e-23,6.62773927699709e-22
"ENSG00000016391.10",274.216006647185,1.5488837160064,0.587964911341826,2.63431318115839,0.00843076845393298,0.0223173006667338
"ENSG00000016864.17",36616.840364644,0.487788739215305,0.122851614565197,3.97055212454237,7.1706265544677e-05,0.000289456322754045
"ENSG00000017260.19",115744.310301933,0.23891807200037,0.0783693551290548,3.04861602608483,0.00229898116907849,0.00698861282313902
"ENSG00000017427.15",12460.6088228917,-3.49002041151622,0.276838376171658,-12.606707421778,1.93926861385784e-36,7.3665241830229e-35
"ENSG00000017483.14",104527.930960255,-0.627953456404593,0.0990517904281818,-6.33964771045602,2.30291132658156e-10,1.87842844259758e-09
"ENSG00000018408.14",203221.70470581,1.37378123882895,0.078211466512989,17.5649594628276,4.57020597320062e-69,4.97742499048049e-67
"ENSG00000018510.13",78506.846660447,0.681055407407422,0.0958712917371778,7.10385137267652,1.21327333901754e-12,1.21780546845294e-11
"ENSG00000018610.13",29824.1285945041,-0.340686034723133,0.0956760788488075,-3.56082773063373,0.000369687575662562,0.0013226124746666
"ENSG00000018625.14",207.54363864232,4.04521348279231,1.06860571995617,3.78550611067125,0.000153396064546706,0.000586224036834941
